"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"28-Jan-2022","EQ","395.00","406.40","393.00","393.00","393.80","394.60","398.77","602.05","386.10",2781495,"1,109,180,536.65",43677
"27-Jan-2022","EQ","399.00","399.00","386.55","399.30","394.40","393.00","392.58","602.05","386.10",2879761,"1,130,534,947.55",65535
"25-Jan-2022","EQ","395.80","402.00","386.10","396.45","399.70","399.30","396.86","602.05","386.10",3386551,"1,344,003,452.40",69413
"24-Jan-2022","EQ","425.10","425.40","390.55","425.10","395.95","396.45","401.42","602.05","390.55",5780765,"2,320,540,829.95",98793
"21-Jan-2022","EQ","435.00","435.85","421.55","435.30","426.00","425.10","427.07","602.05","421.55",2466205,"1,053,249,949.00",49725
"20-Jan-2022","EQ","441.75","443.80","432.90","438.60","435.85","435.30","438.79","602.05","432.90",3574434,"1,568,415,218.50",46554
"19-Jan-2022","EQ","454.50","455.25","435.00","453.35","439.40","438.60","441.83","602.05","435.00",9365040,"4,137,714,962.10",115633
"18-Jan-2022","EQ","457.10","464.90","450.50","454.80","453.90","453.35","456.91","602.05","450.50",3629157,"1,658,186,328.75",71935
"17-Jan-2022","EQ","460.50","461.85","453.90","461.45","454.65","454.80","455.85","602.05","453.90",3611876,"1,646,473,675.45",63397
"14-Jan-2022","EQ","464.75","466.60","460.05","463.55","461.20","461.45","462.24","602.05","454.00",1623010,"750,216,707.25",25347
"13-Jan-2022","EQ","461.00","464.50","458.55","458.35","463.00","463.55","461.68","602.05","454.00",1840251,"849,612,980.55",42015
"12-Jan-2022","EQ","465.00","467.40","456.90","463.50","458.80","458.35","460.14","602.05","454.00",2966412,"1,364,962,735.60",51959
"11-Jan-2022","EQ","470.00","470.25","462.80","468.60","463.90","463.50","464.60","602.05","454.00",1394380,"647,832,220.45",34853
"10-Jan-2022","EQ","470.70","471.00","467.05","468.30","468.90","468.60","468.88","602.05","454.00",1426221,"668,720,324.00",23415
"07-Jan-2022","EQ","468.50","473.90","465.10","464.55","468.50","468.30","469.44","602.05","454.00",2088607,"980,482,810.95",32399
"06-Jan-2022","EQ","461.30","465.80","459.00","461.30","465.75","464.55","463.30","602.05","454.00",4475502,"2,073,498,091.90",62183
"05-Jan-2022","EQ","470.00","475.25","460.10","469.85","462.35","461.30","466.28","602.05","454.00",3172186,"1,479,127,198.20",61328
"04-Jan-2022","EQ","476.65","477.85","467.60","474.80","470.00","469.85","470.91","602.05","454.00",1651962,"777,931,556.00",40614
"03-Jan-2022","EQ","471.80","476.30","470.30","470.40","474.40","474.80","474.02","602.05","454.00",799096,"378,785,435.20",14179
"31-Dec-2021","EQ","468.00","472.55","465.50","466.25","470.00","470.40","469.63","602.05","454.00",2011305,"944,560,910.75",43154
"30-Dec-2021","EQ","478.00","478.85","464.85","479.00","467.90","466.25","469.82","602.05","454.00",2466619,"1,158,855,861.30",41918
"29-Dec-2021","EQ","481.35","482.80","477.00","478.95","477.70","479.00","480.16","602.05","454.00",1069554,"513,551,738.35",13549
"28-Dec-2021","EQ","487.40","488.70","478.25","483.90","480.10","478.95","483.53","602.05","454.00",2704779,"1,307,834,353.65",36850
