"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"14-Mar-2022","EQ","378.15","399.90","375.85","378.15","399.20","398.20","389.05","602.05","321.00",7105216,"2,764,278,451.55",81719
"11-Mar-2022","EQ","388.00","389.65","376.50","383.40","378.00","378.15","382.00","602.05","321.00",4167687,"1,592,054,452.50",56872
"10-Mar-2022","EQ","382.55","385.00","376.30","380.10","381.70","383.40","381.44","602.05","321.00",4305861,"1,642,408,380.45",102822
"09-Mar-2022","EQ","377.55","382.75","358.00","370.15","379.95","380.10","371.06","602.05","321.00",11117891,"4,125,458,657.00",124458
"08-Mar-2022","EQ","344.75","376.00","342.80","337.65","370.00","370.15","365.40","602.05","321.00",21995182,"8,037,007,471.20",237901
"07-Mar-2022","EQ","325.00","342.95","321.00","331.75","337.65","337.65","334.22","602.05","321.00",4036753,"1,349,179,947.45",52234
"04-Mar-2022","EQ","338.00","338.00","327.20","340.80","332.00","331.75","331.84","602.05","327.20",3025511,"1,003,971,193.50",53570
"03-Mar-2022","EQ","347.50","347.55","339.20","341.75","340.25","340.80","341.75","602.05","331.20",1743736,"595,922,424.15",38469
"02-Mar-2022","EQ","340.00","348.00","339.10","346.85","341.35","341.75","343.32","602.05","331.20",2415735,"829,380,784.30",49933
"28-Feb-2022","EQ","341.80","349.65","335.60","344.10","347.00","346.85","343.74","602.05","331.20",4554191,"1,565,465,751.85",63337
"25-Feb-2022","EQ","343.00","349.50","337.10","334.30","344.50","344.10","344.47","602.05","331.20",2838578,"977,812,432.65",69934
"24-Feb-2022","EQ","345.60","352.10","331.20","361.10","333.05","334.30","338.34","602.05","331.20",5950896,"2,013,431,305.45",70655
"23-Feb-2022","EQ","361.60","367.30","360.25","360.40","360.35","361.10","363.92","602.05","354.10",2342357,"852,441,860.95",38754
"22-Feb-2022","EQ","365.80","366.00","354.10","370.55","360.60","360.40","359.03","602.05","354.10",5204422,"1,868,556,871.95",78394
"21-Feb-2022","EQ","375.05","377.55","369.05","377.95","369.45","370.55","372.06","602.05","369.05",1692314,"629,636,141.25",30798
"18-Feb-2022","EQ","378.00","381.00","374.50","380.40","377.10","377.95","378.13","602.05","371.55",2037415,"770,413,630.00",33054
"17-Feb-2022","EQ","386.50","390.10","379.10","386.80","380.45","380.40","382.86","602.05","371.55",1833886,"702,115,883.90",34412
"16-Feb-2022","EQ","389.70","391.80","383.35","383.75","387.00","386.80","387.64","602.05","371.55",1467847,"569,002,590.90",29281
"15-Feb-2022","EQ","382.20","386.70","372.10","380.65","384.55","383.75","379.11","602.05","371.55",2575874,"976,533,412.15",53119
"14-Feb-2022","EQ","386.95","391.30","371.55","392.85","379.70","380.65","382.58","602.05","371.55",3002086,"1,148,543,647.35",48026
"11-Feb-2022","EQ","387.50","395.80","387.00","389.90","392.10","392.85","393.23","602.05","378.90",3259759,"1,281,819,284.80",46505
"10-Feb-2022","EQ","388.95","392.45","385.25","387.10","389.90","389.90","389.55","602.05","378.90",1665999,"648,995,275.55",41565
"09-Feb-2022","EQ","396.50","406.00","378.90","392.10","387.00","387.10","389.04","602.05","378.90",6930165,"2,696,100,519.90",102488
"08-Feb-2022","EQ","396.00","396.10","384.75","394.10","393.00","392.10","390.53","602.05","384.75",2161065,"843,963,544.65",32656
"07-Feb-2022","EQ","400.00","400.70","390.70","396.65","393.95","394.10","395.30","602.05","386.10",1846075,"729,755,488.95",27273
"04-Feb-2022","EQ","402.40","402.85","396.00","401.15","396.60","396.65","398.88","602.05","386.10",1414618,"564,255,791.25",21501
"03-Feb-2022","EQ","409.50","411.00","399.00","407.45","400.00","401.15","404.56","602.05","386.10",1913670,"774,194,276.90",35175
"02-Feb-2022","EQ","401.00","408.90","398.50","399.00","407.65","407.45","403.35","602.05","386.10",1844862,"744,131,609.30",30774
"01-Feb-2022","EQ","397.00","399.80","390.10","392.80","398.75","399.00","395.79","602.05","386.10",2085430,"825,394,234.30",34327
"31-Jan-2022","EQ","398.00","403.00","392.10","394.60","393.00","392.80","396.68","602.05","386.10",2818382,"1,117,989,071.70",51850
