"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"19-Oct-2021","EQ","920.00","941.95","908.00","912.05","912.20","911.95","923.57","1,138.00","473.60",554524,"512,140,267.95",22275
"18-Oct-2021","EQ","934.00","936.95","909.00","935.05","910.00","912.05","921.03","1,138.00","473.60",728538,"671,005,233.90",29468
"14-Oct-2021","EQ","933.30","955.00","927.50","928.90","938.10","935.05","942.60","1,138.00","404.00",858838,"809,540,141.00",21723
"13-Oct-2021","EQ","959.45","961.70","927.00","954.70","929.00","928.90","938.98","1,138.00","404.00",624427,"586,322,966.15",21558
"12-Oct-2021","EQ","982.00","989.50","949.00","981.55","954.00","954.70","961.53","1,138.00","404.00",555563,"534,190,535.25",22198
"11-Oct-2021","EQ","1,004.00","1,009.95","976.05","1,000.25","981.10","981.55","987.75","1,138.00","404.00",413472,"408,407,131.05",14084
"08-Oct-2021","EQ","1,005.00","1,028.00","992.80","999.05","1,002.00","1,000.25","1,010.68","1,138.00","367.00",717132,"724,793,192.85",24103
"07-Oct-2021","EQ","1,021.00","1,051.00","994.10","1,011.55","998.00","999.05","1,026.39","1,138.00","367.00",1948005,"1,999,404,761.85",53861
"06-Oct-2021","EQ","988.80","1,019.80","981.20","982.35","1,009.60","1,011.55","1,008.27","1,138.00","367.00",1971473,"1,987,769,664.40",39147
"05-Oct-2021","EQ","987.00","999.00","976.35","989.95","980.95","982.35","984.40","1,138.00","367.00",252463,"248,525,227.15",7842
"04-Oct-2021","EQ","991.90","991.90","983.00","989.95","990.00","989.95","988.31","1,138.00","367.00",592213,"585,289,692.65",9373
"01-Oct-2021","EQ","987.30","991.70","986.50","989.20","990.00","989.95","989.69","1,138.00","362.00",1422903,"1,408,233,198.60",5476
"30-Sep-2021","EQ","990.00","1,009.90","988.00","989.80","988.35","989.20","994.53","1,138.00","362.00",1291919,"1,284,852,769.65",18776
"29-Sep-2021","EQ","987.20","990.50","986.15","988.85","989.00","989.80","989.79","1,138.00","362.00",1365831,"1,351,892,534.45",8612
"28-Sep-2021","EQ","989.65","990.00","984.65","986.30","990.00","988.85","988.38","1,138.00","362.00",359939,"355,754,935.85",6383
